cardinal,birth_passage,century,source
"(7) 2. MICARA, O.F.M.Cap., Ludovico (1775-1847)","Birth. October 12, 1775, Frascati, Papal State (1). Third of the seven children of Gianfilippo Micara and Gaetana Lucidi. Baptized in the cathedral of S. Pietro Apostolo of Frascati by his uncle, Francesco Lucidi, archpriest of the cathedral chapter of Frascati. Grand-uncle of Cardinal Clemente Micara (1946).Education. Studied at the Seminary of Frascati, as external pupil; when he was very young, he entered the Order of the Friars Minor Capuchins at the convent of Frascati, 1793; received the habit, October 25, 1794; took the name Ludovico da Frascati; continued his formation at Capuchin house of studies in Rome; had to leave Rome because of the 1798 Napoleonic campaign and the establishment of the Roman Republic; finished his studies in Naples.",nineteenth_century,fiu_scrape
"(143) 3. AIUTI, Andrea","Birth. June 17 (1), 1849, Rome, Italy.Education. Pontifical Roman Seminary, Rome (doctorates in philosophy, theology and canon law).",nineteenth_century,fiu_scrape
"(35) 10. CAPRARA, Cornelio (1703-1765)","Birth. August 16, 1703, Bologna. Of a noble patrician family. Third child of Marchis Francesco Monti Bendini, senator of Bologna, and Marchioness Valeria Beroaldi. Brother of the marquis de Monti. The other children were Teresa, Ferdinando (senator), Luigi (Pietro Innocenzo, marquis and senator), Carlo Amando (lieutenant general of the French Navy), Giuseppe (marchis and senator) and several nuns. Nephew of Cardinal Filippo Maria de Monti (1743). The family possessed the prelature Caprara. He is also listed as Cornelio Monti Caprara and as Cornelio, detto Caprara.Education. Initial studies in Bologna; later, he studied law at the University of Pisa.",eighteenth_century,fiu_scrape
"(96) 8. MCELROY, Robert Walter","Birth. February 5, 1954, San Francisco, California, United States of America. One of the five children of Walter and Roberta McElroy. He is the fifth-generation San Franciscan. He grew up in San Mateo county.Education. After attending Saint Joseph Minor Seminary, he obtained a bachelor's in history at Harvard University, Cambridge, Massachusetts in 1975; and master's degree in history at Stanford University, Palo Alto, California in 1976. He completed his ecclesiastical studies at Saint Patrick Seminary in Menlo Park, California (where he earned a M.Div. degree). Later, he obtained the license in theology at the Jesuit School of Theology, Berkeley, California in 1985. Successively, he earned a doctorate in moral theology from the Gregorian University in Rome in 1986 and a doctorate in political sciences from Stanford University in 1989.",twenty_first_century,fiu_scrape
"(28) 7. DIETRICHSTEIN, Franz Seraph von (1570-1636)","Birth. August 22, 1570, Madrid, Spain. He was the ninth of the thirteen children of Adam von Dietrischstein, Imperial ambassador to Spain, and Margareta de Folch y de Raquensens. The other siblings were Maria, Anton (died in infancy), Anna, Sigismund, Anton, Hypolita, Johanna, Maximilian, Beatrix, Elizabeth, Margaretha and Marianna (died young). He was destined to the religious career at a young age.Education. Studied in Vienna and Prague; and later, from 1588 at Collegium Germanicum, Rome.",sixteenth_century,fiu_scrape
"(26) 1. CIBO, Camillo (1681-1743)","Birth. April 25, 1681, Massa, diocese of Luni-Sarzana. Sixth of the eleven children of Carlo II Cibo, duke of Massa, prince of Carrara, and Teresa Pamphilj, grand-niece of Pope Innocent X. Relative of Pope Innocent VIII. Great-grand-nephew of Pope Innocent X, on his mother's side. Nephew of Cardinal Benedetto Pamphilj, O.S.Io.Hieros. (1681), on his mother's side. Relative of Cardinals Lorenzo Cibo de' Mari (1489); Innocenzo Cibo (1513); and Alderano Cibo (1645). His last name is also listed as Cybo. He went to Rome to enter the ecclesiastical state.Education. Studied at La Sapienza University, Rome, where he obtained a doctorate in utroque iure, both canon and civil law, on September 13, 1702.",eighteenth_century,fiu_scrape
"(13) 8. ALDOBRANDINI, Giovanni (1525-1573)","Birth. 1525, Fano. Of a Florentine family. Son of Salvestro Aldobrandini and Lisa Donati. Brother of Pope Clement VIII. Uncle of Cardinals Pietro Aldobrandini (1593) and Cinzio Passeri Aldobrandini (1593). Grand-uncle of Cardinals Silvestro Aldobrandini, O.S.Io.Hier. (1603) and Ippolito Aldobrandini, iuniore (1621). Other cardinals of the family were Baccio Aldobrandini (1652); and Alessandro Aldobrandini (1730).Education. Studied at the University of Ferrara, where he obtained a doctorate in utroque iure, both canon and civil law, on February 9, 1545.",sixteenth_century,fiu_scrape
"(13) 9. MOROSINI, iuniore, Pietro (?-1424)","Birth. (No date found), Venice. He was called the Cardinal of Venice. His last name is also listed as Maurocenus.Education. Studied law at the University of Bologna.",fifteenth_century,fiu_scrape
"(80) 18. TONG HON, John","Birth. July 31, 1939, Hong Kong. Of non-Catholic parents. He is the eldest of three children (with a sister and a brother who is currently living in Canada). When he was two tears old, the Japanese invasion made the family to move to Macao. Then his parents, because of the dangers of war, entrusted him to his paternal grandmother, who lived in a village in Guangdong province. When the war ended, the family was reunited in Canton. His mother was the first to receive baptism and she was followed by all the other members of the family. When his father contracted tuberculosis, the mother supported the family working as a teacher.Education. He started elementary school in Canton; in 1951, he entered the seminary of St Joseph in Macao; in 1957, after finishing high school, he went to the Holy Spirit Seminary, Hong Kong, where he studied study philosophy and theology. then, he studied at the Chinese University of Hong Kong, obtaining a master's degree in philosophy; later, in 1964, he was sent to Rome to study at the Pontifical Urbanian University, where he obtained a licentiate and a doctorate in dogmatic theology.",twenty_first_century,fiu_scrape
"(44) 11. KLESL, Melchior (1552-1630)","Birth. February 19, 1552, Vienna, Austria. Son of Melchior Klesl, a baker, and Margaretha. His parents were Lutherans. His last name is also listed as Cleselius; as Klesselio; as Khlesl; and as Klesel.Education. Studied at the University of Vienna from 1570 to 1574; at the Jesuitenkolleg, Vienna, 1573 (philosophy and theology); and at the University of Ingolstadt, in Bavaria (doctorate in philosophy, May 29, 1579; and licentiate in theology, June 6, 1579).",seventeenth_century,fiu_scrape
"(17) 2. FOLEY, John Patrick","Birth. Monday November 11, 1935, Fitzgerald-Mercy Hospital, Darby, archdiocese of Philadelphia, United States of America. He was the only child of John Edward Foley and Regina Vogt.Education. Studied at Holy Spirit School, Sharon Hill; Saint Joseph's Preparatory School, Philadelphia; Saint Joseph's College, Philadelphia (elected president of the student body, 1956; bachelor's summa cum laude in history,1957); at St. Charles Borromeo Seminary in Wynnewood (bachelor's degree in philosophy, 1958); at S. Tommaso d'Aquino University (Angelicum), Rome (licentiate in philosophy, 1964; doctorate cum laude; dissertation: ""Natural Law, Natural Right and the Warren Court""); and at Columbia University's School of Journalism (master of science in journalism magna cum laude, 1966; president of the student body of the Journalism School and representative on the university council).",twenty_first_century,fiu_scrape
"(1) 1. PIGNATELLI, seniore, Theat., Francesco (1652-1734)","Birth. February 6, 1652, Senise, diocese of Anglona-Tursi. Of the noble family Pignatelli di Monteleone. Neapolitan patrician. Son of Giulio Pignatelli, marquis of Cerchiara, prince of Noja, and his third wife, Beatrice Carafa (1). Nephew of Pope Innocent XII (1691-1700). Other cardinals of the family were Francesco Maria Pignatelli, iuniore (1794); Domenico Pignatelli di Belmonte, Theat. (1802); and Ferdinando Maria Pignatelli, Theat. (1839).Education. Entered the Order of the Clerics Regular Theatines, 1665; professed, February 18, 1669, church of S. Paolo, Naples, for the Theatine House of Ss. Apostoli (2). Obtained a doctorate in theology.",eighteenth_century,fiu_scrape
"(30) 2. BOURDEILLES, O.F.M.Obs., Hélie de (ca. 1413-1484)","Birth. Ca. 1413 (1), castle of Agonac, diocese of Périgueux, France. He was the fifth son of the royal sénéschal of Périgord, Arnaud de Bourdeille, and Jeanne de Chamberlhac. He was called the Cardinal of Tours.Education. Entered the Order of the Friars Minor Observant (Franciscans) in Périgueux, Franciscan province of Aquitaine, in 1423. Studied at the Franciscan studium of Périgueux (theology); and at the University of Toulouse, where he obtained a doctorate in theology.",fifteenth_century,fiu_scrape
"LOBO GUERRERO, Bartolomé (1546-1623)","Birth. 1546 (1), Ronda, diocese of Málaga, Spain. One of the three sons of Alonso Guerrero and Catalina de Góngora. His younger brother was a Dominican friar who accompanied him to México. His last name is also listed as Lobo de Guerrero.Education. Studied at the Pontificio y Real Colegio-Universidad de la Pursísima Concepción of Osuna; at the University of Salamanca (bachelor's degree); and at the Pontificio y Real Colegio-Universidad de Santa María de Jesús of Sevilla (doctorate in theology and sacred canons).",seventeenth_century,fiu_scrape
"(22) 4. GRASSI, Achille (1465-1523)","Birth. February 16, 1465 (1), Bologna. Of a senatorial family originally from Poland. Son of Baldassarre Grassi, Bolognese patrician, and Orsina Bocchi. Palatine count in 1478; and Bolognese patrician. His last name is also listed as De Grassis. Grand-uncle of Cardinal Carlo Grassi (1570).Education. Obtained a doctorate in utroque iure, both canon and civil law, at the University of Bologna in 1487.",sixteenth_century,fiu_scrape
"(21) 5. LENCASTRE, Veríssimo de (1615-1692)","Birth. November 15, 1615 (1), Lisbon, Portugal. Fifth child of D. Francisco Luís de Lencastre, commander major of Avis, and Dna. Filipa Vilhena. The other children were Luis, Manuel, Pedro, António, Carlos, José, Maria and Mariana. His last name is also listed as Alencastre; and as Lancastre.Education. Studied at the University of Coimbra, where he earned a doctorate in utroque iure, both canon and civil law.",seventeenth_century,fiu_scrape
"(42) 19. COMMENDONE, Gianfrancesco (1523-1584)","Birth. March 17, 1523, Venice. Eldest of the four children of Antonio Commendone, physician and humanist, and Laura Barbarigo, a noblewoman. Relative of Pope Paul IV (1555-1559). His first name is also listedas Giovanni Francesco.Education. Studied philosophy, hunanities and law at the University of Padua.",sixteenth_century,fiu_scrape
"(186) 27. CIPRIANI THORNE, Juan Luis","Birth. December 28, 1943, Lima, Perú. He is the fourth of the eleven children of Enrique Cipriani and Isabel Thorne. They were ""supernumerarios"" of the Opus Dei.Education. He completed his elementary and inferior secondary studies at Colegio Immaculado Corazón, Lima, from 1949 to 1953); and the superior secondary studies at Colegio Santa María, also in Lima, from 1954 to 1960. Then, from 1961 to 1966, he studied at Universidad Nacional de Ingeniería (UNI), Lima, where he obtained a doctorate in industrial engineering); worked as an engineer for some time with W.R. Grace and was a promoter of the Instituto Rural Valle Grande. Member of the Peruvian basketball team in the Bolivarian competition in Barranquilla, Colombia (first place); second place in South American Tournament, Lima; champion in South American Tournament, Montevideo, Uruguay; also participated in Pan American Games, Winnipeg, Canada. Joined the Sacerdotal Society of the Holy Cross and Opus Dei, Lima, June 10, 1962 (1). Studied at the International Seminary of the Opus Dei, Rome; at the University of Navarra, Pamplona, Spain, where he earned a doctorate in theology.",twentieth_century,fiu_scrape
"(49) 2. CARACCIOLO, iuniore, Innico (1642-1730)","Birth. July 9, 1642, Castle of Martini, Martina Franca, in the fief of his family, archdiocese of Taranto (1). Of one of the most ancient and noble families of Naples. Son of Francesco Caracciolo, duke of Martina, and his second wife, Beatrice Caracciolo. Nephew of Cardinal Innico Caracciolo, seniore (1666), on his mother's side, who was of the family branch of Airola. Other cardinals of the family were Marino Ascanio Caracciolo (1535); Niccolò Caracciolo (1715); Giovanni Costanzo Caracciolo (1759); Diego Innico Caracciolo (1800); and Filippo Giudice Caracciolo, Orat. (1833). His last name is also listed as Carracciolo.Education. Studied at La Sapienza University, Rome, where he earned a doctorate in utroque iure, both canon and civil law, on June 9, 1677.",eighteenth_century,fiu_scrape
"(59) 12. RECANATI CAPODIFERRO, Girolamo (1502/1504-1559)","Birth. June 22 , 1502 (or 1504), Rome. Of a patrician family. Son of Alfonso Recanati and Bernardina Capodiferro. He is also listed as Girolamo Capodiferro; as Girolamo Capodiferro Mignanelli; and as Girolamo Antici Capodiferro; the order of his last names as Capodiferro Recanati; and his second last name as Testaferrata. Related to Cardinal Gianantonio Capizucchi (1552).Education. Educated in Rome.",sixteenth_century,fiu_scrape
"(38) 4. BELLISOMI, Carlo (1736-1808)","Birth. July 30, 1736, Pavia. Of a noble and patrician family. Son of Marquis Gaetano Annibale Bellisome and Teresa Marianna La Corcelle de Percy, from a noble French family.Education. At a very young age, he was sent to Rome to study at Collegio Clementino; in 1755, as was the annual custom at the Clementino, he was chosen to compose and recite before Pope Benedict XIV an oration entitled De ineffabili Trinitatis mysterio, at the patriarchal Vatican basilica (his arguments were so bright that the work was printed); in 1756, because of the death of his father, he returned to Pavia and studied at its university, where he obtained a doctorate in utroque iure, both canon and civil law, in that same year; successively, he was ascribed to the Collegio Dottorale; he then returned to Rome in 1759 and attended the Pontifical Academy of Ecclesiastical Nobles studying diplomacy; he befriended several Somaschan priests who had Jansenist leaning but he did not adhere to their doctrine.",eighteenth_century,fiu_scrape
